curve_id;x;y
0;78.29014973;48.68684236
0;77.78021761;49.77310625
0;77.36703556;50.89972978
0;76.95741706;52.02765385
0;76.62793463;53.18153483
0;76.28672486;54.33200252
0;75.92900728;55.47744485
0;75.63414350;56.64065392
0;75.31191878;57.79658265
0;74.95778790;58.94313894
0;74.64690278;60.10216889
0;74.24745349;61.23373430
0;73.79815990;62.34644957
0;73.36692619;63.46628772
0;72.87734705;64.56187535
0;72.39309861;65.65982957
0;71.84346296;66.72655383
0;71.28735726;67.78991946
0;70.66078338;68.81334760
0;70.01740137;69.82629359
0;69.30097095;70.78896044
0;68.55945104;71.73243711
0;67.78771527;72.65136251
0;66.98121970;73.53993716
0;66.13613275;74.39189258
0;65.21963211;75.16650641
0;64.26387946;75.89213501
0;63.33363983;76.65019453
0;62.35893546;77.35015981
0;61.34011227;77.98419395
1;67.96391470;77.14663309
1;66.85600730;77.60765498
1;65.76600294;78.10954192
1;64.64890457;78.54782405
1;63.54623726;79.02124227
1;62.41497406;79.42154662
1;61.29443439;79.85095417
1;60.18419700;80.30633635
1;59.04235094;80.67537236
1;57.90701432;81.06397341
1;56.74626581;81.36837920
1;55.58807494;81.68237587
1;54.43164488;82.00279672
1;53.24927938;82.20776457
1;52.06678454;82.41198493
1;50.88362031;82.61229068
1;49.69767129;82.79538881
1;48.50975744;82.96527318
1;47.31963650;83.11893564
1;46.11966290;83.12689460
1;44.91975645;83.11191104
1;43.72173883;83.04296326
1;42.52588891;82.94324881
1;41.32589164;82.94069280
1;40.12647451;82.90329549
1;38.92878109;82.82892833
1;37.73869434;82.67500135
1;36.55482435;82.47890988
1;35.37897434;82.23937544
1;34.21306653;81.95537020
2;59.83135715;36.82309811
2;60.41941858;37.86913050
2;61.00873199;38.91445806
2;61.59185127;39.96325351
2;62.21617532;40.98805568
2;62.82347721;42.02303607
2;63.49216450;43.01945832
2;64.12968654;44.03610263
2;64.72862319;45.07594632
2;65.34436191;46.10592973
2;65.91026905;47.16411171
2;66.48460276;48.21774390
2;66.99732231;49.30269490
2;67.50968914;50.38781251
2;67.94813610;51.50484620
2;68.37697203;52.62560476
2;68.71928722;53.77574401
2;69.04232052;54.93144704
2;69.26641458;56.11033713
2;69.42704880;57.29953714
2;69.54814932;58.49341094
2;69.62459672;59.69097338
2;69.65139272;60.89067417
2;69.62371521;62.09035494
2;69.47369223;63.28094013
2;69.25652830;64.46112649
2;68.96887719;65.62614015
2;68.66926882;66.78813620
2;68.29189031;67.92725229
2;67.83516129;69.03693630
3;82.97558383;29.14225445
3;81.77578860;29.12008707
3;80.57885777;29.20585762
3;79.39444673;29.39865411
3;78.23199713;29.69649794
3;77.10058545;30.09638241
3;76.04230535;30.66210606
3;75.03727395;31.31778271
3;74.13950653;32.11403246
3;73.36563778;33.03116231
3;72.72815268;34.04782978
3;72.23529494;35.14194643
3;71.80122630;36.26068877
3;71.51542985;37.42615880
3;71.28539649;38.60390438
3;71.10812507;39.79073834
3;70.98022237;40.98390258
3;70.98916058;42.18386929
3;71.07607460;43.38071763
3;71.10563055;44.58035359
3;71.16342503;45.77896103
3;71.24469267;46.97620603
3;71.34456231;48.17204299
3;71.46669919;49.36581122
3;71.59237905;50.55921165
3;71.71647932;51.75277736
3;71.83384183;52.94702443
3;71.93928519;54.14238282
3;72.00531127;55.34056501
3;71.96222676;56.53979131
4;38.78294606;24.36547815
4;38.38825849;25.49871322
4;38.09712914;26.66286257
4;37.91039742;27.84824489
4;37.77798382;29.04091695
4;37.84984211;30.23876351
4;38.01926290;31.42674356
4;38.32618189;32.58683008
4;38.71938541;33.72058093
4;39.19310176;34.82312019
4;39.77570997;35.87219964
4;40.42422810;36.88186504
4;41.15921837;37.83043729
4;41.96735847;38.71751653
4;42.81905306;39.56286635
4;43.72449474;40.35037848
4;44.67319112;41.08520852
4;45.65587349;41.77392860
4;46.64472475;42.45376181
4;47.65662126;43.09879316
4;48.68477219;43.71758689
4;49.71154727;44.33866090
4;50.74627353;44.94639569
4;51.77510793;45.56405238
4;52.80420524;46.18127092
4;53.82823410;46.80686255
4;54.83924237;47.45328522
4;55.83713797;48.11977181
4;56.81596424;48.81396137
4;57.77307696;49.53779507
5;28.87403027;86.34082967
5;28.20116065;85.34722689
5;27.42293602;84.43379029
5;26.58313388;83.57662498
5;25.68411603;82.78178732
5;24.72904671;82.05525955
5;23.80458130;81.29016890
5;22.82454230;80.59769251
5;21.79357796;79.98359761
5;20.71717009;79.45317695
5;19.66148186;78.88263128
5;18.56279108;78.40005633
5;17.48189971;77.87883293
5;16.36118596;77.44987990
5;15.25523094;76.98419386
5;14.11346071;76.61492331
5;12.98340389;76.21122592
5;11.87780829;75.74468721
5;10.73470701;75.37955783
5;9.60089175;74.98654008
5;8.43594981;74.69859862
5;7.27754877;74.38537821
5;6.12576860;74.04862542
5;4.98061648;73.68997986
5;3.81127509;73.42046048
5;2.64642562;73.13214515
5;1.48614485;72.82596133
5;0.30224848;72.63002925
5;0.00000000;0.00000000
5;0.00000000;0.00000000
6;52.96673752;81.19809045
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
6;0.00000000;0.00000000
7;43.87084684;76.14514318
7;42.94190401;76.90479126
7;41.99541486;77.64246212
7;40.95709510;78.24403678
7;39.84484754;78.69448695
7;38.71943609;79.11095912
7;37.54555530;79.35996495
7;36.36387861;79.56886730
7;35.17554542;79.73579312
7;33.98189354;79.85906194
7;32.78231372;79.89081479
7;31.58241565;79.87517447
7;30.38411248;79.81138159
7;29.18939241;79.69893628
7;28.00028679;79.53760487
7;26.81883752;79.32742014
7;25.65870544;79.02067341
7;24.51209346;78.66672288
7;23.34156620;78.40240127
7;22.18250946;78.09161599
7;21.03653942;77.73559260
7;19.86590874;77.47172933
7;18.71802823;77.12191463
7;17.58327386;76.73161665
7;16.41999833;76.43701512
7;0.00000000;0.00000000
7;0.00000000;0.00000000
7;0.00000000;0.00000000
7;0.00000000;0.00000000
7;0.00000000;0.00000000
8;34.14668613;70.11663865
8;33.57749247;71.17305646
8;32.86391261;72.13783819
8;32.01725698;72.98823471
8;31.17060136;73.83863124
8;30.20665488;74.55333900
8;29.14541334;75.11348755
8;28.01058649;75.50357474
8;26.86097575;75.84766071
8;25.68732553;76.09775099
8;24.48901863;76.16147364
8;23.28911997;76.17706857
8;22.08954717;76.14505134
8;20.89214205;76.06617819
8;19.70416431;75.89674116
8;18.50642896;75.82305244
8;17.31206660;75.70686918
8;0.00000000;0.00000000
8;0.00000000;0.00000000
8;0.00000000;0.00000000
8;0.00000000;0.00000000
8;0.00000000;0.00000000
8;0.00000000;0.00000000
8;0.00000000;0.00000000
8;0.00000000;0.00000000
8;0.00000000;0.00000000
8;0.00000000;0.00000000
8;0.00000000;0.00000000
8;0.00000000;0.00000000
8;0.00000000;0.00000000
9;59.99770534;63.89962275
9;60.31258894;65.05757280
9;60.42155590;66.25261514
9;60.43995396;67.45247409
9;60.36407391;68.65007262
9;60.19105417;69.83753384
9;59.91901537;71.00629168
9;59.47601136;72.12152594
9;58.93306441;73.19167014
9;58.31425489;74.21981156
9;57.60026572;75.18429042
9;56.81106559;76.08826119
9;55.94715179;76.92111948
9;55.09140268;77.76236467
9;54.15522973;78.51308447
9;53.15134538;79.17051598
9;52.08647519;79.72373520
9;51.02105360;80.27589173
9;49.90216860;80.70959248
9;48.77616311;81.12445588
9;47.60894273;81.40301750
9;46.43756939;81.66356404
9;45.26174423;81.90322046
9;0.00000000;0.00000000
9;0.00000000;0.00000000
9;0.00000000;0.00000000
9;0.00000000;0.00000000
9;0.00000000;0.00000000
9;0.00000000;0.00000000
9;0.00000000;0.00000000
10;83.87583073;57.56372051
10;82.94710159;58.32362983
10;82.05629407;59.12765842
10;81.14209912;59.90499206
10;80.28659515;60.74648654
10;79.46297010;61.61920744
10;78.66711514;62.51732485
10;77.89435568;63.43538957
10;77.13956550;64.36828387
10;76.33705368;65.26045806
10;75.54269019;66.15989490
10;74.75111689;67.06178831
10;73.95691712;67.96136973
10;73.21753858;68.90652547
10;72.41534156;69.79898272
10;71.59992810;70.67938086
10;70.76633858;71.54258913
10;69.90998479;72.38321876
10;69.02676719;73.19557747
10;68.07901195;73.93162095
10;67.16543532;74.70968120
10;66.21872880;75.44707306
10;0.00000000;0.00000000
10;0.00000000;0.00000000
10;0.00000000;0.00000000
10;0.00000000;0.00000000
10;0.00000000;0.00000000
10;0.00000000;0.00000000
10;0.00000000;0.00000000
10;0.00000000;0.00000000
11;74.85177193;52.00421852
11;74.69852444;53.19439296
11;74.53120343;54.38267057
11;74.34480068;55.56810468
11;74.13437437;56.74951095
11;73.89508962;57.92541180
11;73.70351128;59.11002048
11;73.42809014;60.27798589
11;73.10439078;61.43350254
11;72.72861412;62.57314805
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
11;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
12;0.00000000;0.00000000
13;88.77111472;38.31002403
13;87.57131774;38.28795101
13;86.37392356;38.36699008
13;85.18757476;38.54747975
13;84.02103594;38.82888190
13;82.88308057;39.20974616
13;81.85541871;39.82935176
13;80.88518598;40.53550220
13;80.01353059;41.36025482
13;79.17462969;42.21830219
13;78.44489300;43.17092192
13;77.82982019;44.20130313
13;77.33183980;45.29309777
13;76.85924928;46.39612007
13;76.49926697;47.54085268
13;76.15612873;48.69074665
13;75.82525161;49.84422848
13;75.59282589;51.02150427
13;0.00000000;0.00000000
13;0.00000000;0.00000000
13;0.00000000;0.00000000
13;0.00000000;0.00000000
13;0.00000000;0.00000000
13;0.00000000;0.00000000
13;0.00000000;0.00000000
13;0.00000000;0.00000000
13;0.00000000;0.00000000
13;0.00000000;0.00000000
13;0.00000000;0.00000000
13;0.00000000;0.00000000
14;44.92387327;68.31803932
14;44.88626349;69.51744981
14;44.73235056;70.70753838
14;44.46067288;71.87638021
14;44.07140690;73.01148902
14;43.45452832;74.04079015
14;42.71226309;74.98368056
14;41.94926764;75.90987598
14;41.06912484;76.72556504
14;40.10414085;77.43887135
14;39.04937825;78.01112642
14;37.92396680;78.42759859
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
14;0.00000000;0.00000000
15;34.73558686;27.41687584
15;34.43793982;28.57937584
15;34.24491977;29.76375046
15;34.15544343;30.96040997
15;34.16721954;32.16035219
15;34.37043188;33.34302067
15;34.66210531;34.50703382
15;35.03652233;35.64712676
15;35.53387868;36.73920581
15;36.09913935;37.79773327
15;36.76436561;38.79646948
15;37.48220204;39.75808836
15;38.27765800;40.65655917
15;39.13795646;41.49315140
15;40.05143342;42.27132866
15;41.00764977;42.99634611
15;41.97929171;43.70055626
15;42.96904136;44.37908085
15;43.98427597;45.01884542
15;45.01796331;45.62834560
15;46.06294441;46.21827315
15;47.11575128;46.79411835
15;48.16902815;47.36910343
15;49.22286697;47.94305790
15;50.27313771;48.52351579
15;51.31684736;49.11568990
15;52.34872691;49.72824568
15;53.37038379;50.35770356
15;54.37198491;51.01860840
15;55.34709125;51.71801359
16;59.36705034;21.13283748
16;58.82432542;22.20309431
16;58.40127614;23.32604992
16;58.06247907;24.47723042
16;57.80933527;25.65022582
16;57.68231960;26.84348481
16;57.64244554;28.04282215
16;57.77265150;29.23573724
16;57.98438510;30.41690991
16;58.27446886;31.58132024
16;58.59698621;32.73716736
16;58.99040414;33.87084383
16;59.45040887;34.97917394
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
16;0.00000000;0.00000000
17;84.40884391;82.88609040
17;83.64789753;81.95821077
17;82.76644642;81.14393567
17;81.84013757;80.38107794
17;80.81754383;79.75314319
17;79.71818263;79.27209752
17;78.59363235;78.85330560
17;77.42220629;78.59299618
17;76.23828839;78.39719424
17;75.04557315;78.26517014
17;73.84757790;78.19583494
17;72.64868168;78.24729215
17;71.45363954;78.35626135
17;70.26492866;78.52047601
17;69.08470808;78.73745386
17;67.91480596;79.00452881
17;66.74175863;79.25743186
17;65.57841330;79.55175761
17;64.42546630;79.88449358
17;63.28330996;80.25256814
17;62.11923719;80.54400355
17;0.00000000;0.00000000
17;0.00000000;0.00000000
17;0.00000000;0.00000000
17;0.00000000;0.00000000
17;0.00000000;0.00000000
17;0.00000000;0.00000000
17;0.00000000;0.00000000
17;0.00000000;0.00000000
17;0.00000000;0.00000000
18;0.00000000;0.00000000
18;0.00000000;0.00000000
18;0.00000000;0.00000000
18;0.00000000;0.00000000
18;0.00000000;0.00000000
18;0.00000000;0.00000000
18;0.00000000;0.00000000
18;0.00000000;0.00000000
18;0.00000000;0.00000000
18;0.00000000;0.00000000
18;0.00000000;0.00000000
18;0.00000000;0.00000000
